iter	Passed	Remaining
1607	1044987	254748
1608	1045479	254059
1609	1046052	253391
1610	1046744	252752
1611	1047308	252081
1612	1047847	251405
1613	1048609	250782
1614	1049534	250198
1615	1050182	249548
1616	1050746	248878
1617	1051403	248229
1618	1052167	247607
1619	1052827	246959
1620	1054060	246446
1621	1055368	245948
1622	1056420	245391
1623	1057177	244765
1624	1057954	244143
1625	1058657	243504
1626	1059081	242801
1627	1059711	242145
1628	1060568	241541
1629	1061251	240897
1630	1061901	240246
1631	1062603	239606
1632	1063143	238930
1633	1063714	238261
1634	1064229	237580
1635	1064937	236942
1636	1065656	236306
1637	1066392	235674
1638	1067216	235061
1639	1067811	234397
1640	1068375	233727
1641	1068914	233051
1642	1069451	232376
1643	1070033	231710
1644	1070575	231035
1645	1071236	230387
1646	1071880	229735
1647	1072760	229133
1648	1073252	228448
1649	1073729	227760
1650	1074278	227088
1651	1074966	226445
1652	1075637	225799
1653	1076417	225175
1654	1077008	224512
1655	1077738	223878
1656	1078395	223228
1657	1078915	222550
1658	1079597	221906
1659	1080126	221230
1660	1081211	220668
1661	1081806	220006
1662	1082533	219370
1663	1083129	218708
1664	1083746	218051
1665	1084291	217378
1666	1084917	216723
1667	1085688	216096
1668	1086233	215424
1669	1086776	214752
1670	1087377	214091
1671	1087935	213422
1672	1088573	212769
1673	1089203	212114
1674	1089851	211463
1675	1090883	210886
1676	1091399	210209
1677	1092226	209592
1678	1092948	208955
1679	1093603	208305
1680	1094073	207620
1681	1094699	206964
1682	1095372	206318
1683	1096019	205666
1684	1096722	205025
1685	1097239	204349
1686	1097852	203691
1687	1098533	203046
1688	1099063	202373
1689	1099747	201728
1690	1100326	201064
1691	1101011	200420
1692	1101717	199779
1693	1102303	199117
1694	1103009	198476
1695	1103542	197804
1696	1104209	197156
1697	1104865	196507
1698	1105659	195881
1699	1106375	195242
1700	1107171	194617
1701	1107998	193997
1702	1108605	193338
1703	1109343	192702
1704	1109982	192049
1705	1110597	191392
1706	1111337	190756
1707	1111969	190102
1708	1112231	189385
1709	1113021	188757
1710	1113677	188107
1711	1114264	187446
1712	1114984	186807
1713	1115572	186145
1714	1116178	185487
1715	1116796	184831
1716	1117580	184202
1717	1118247	183554
1718	1119170	182947
1719	1119752	182285
1720	1120296	181616
1721	1120774	180938
1722	1121348	180274
1723	1121827	179596
1724	1122340	178923
1725	1122839	178249
1726	1123519	177603
1727	1124202	176957
1728	1125108	176347
1729	1125713	175689
1730	1126403	175044
1731	1127100	174401
1732	1127761	173752
1733	1128327	173088
1734	1128824	172414
1735	1129494	171766
1736	1130275	171135
1737	1130792	170464
1738	1131509	169824
1739	1132184	169176
1740	1132822	168524
1741	1133501	167877
1742	1134216	167236
1743	1134697	166561
1744	1135254	165896
1745	1136053	165267
1746	1136786	164629
1747	1137454	163980
1748	1138160	163338
1749	1138624	162660
1750	1139349	162020
1751	1139876	161352
1752	1140511	160699
1753	1141233	160058
1754	1142191	159451
1755	1142997	158821
1756	1143702	158178
1757	1144363	157529
1758	1144888	156860
1759	1145718	156234
1760	1146317	155576
1761	1146914	154918
1762	1147559	154266
1763	1148433	153645
1764	1149037	152987
1765	1149683	152336
1766	1150196	151667
1767	1150873	151019
1768	1151534	150369
1769	1152194	149720
1770	1152810	149064
1771	1153695	148443
1772	1154349	147793
1773	1154855	147123
1774	1155359	146454
1775	1155973	145798
1776	1156657	145151
1777	1157230	144491
1778	1157730	143821
1779	1158238	143153
1780	1159038	142520
1781	1159699	141871
1782	1160275	141211
1783	1160826	140548
1784	1161488	139899
1785	1162072	139240
1786	1162531	138566
1787	1163434	137946
1788	1164086	137295
1789	1164736	136645
1790	1165365	135991
1791	1166157	135357
1792	1166790	134704
1793	1167503	134061
1794	1168197	133415
1795	1168996	132781
1796	1169647	132130
1797	1170607	131514
1798	1171122	130848
1799	1171612	130179
1800	1172206	129522
1801	1172903	128876
1802	1173661	128237
1803	1174248	127579
1804	1174822	126919
1805	1175411	126262
1806	1176036	125608
1807	1176699	124959
1808	1177270	124299
1809	1178214	123680
1810	1178782	123020
1811	1179599	122386
1812	1180190	121729
1813	1180835	121077
1814	1181396	120417
1815	1182007	119762
1816	1182467	119092
1817	1183074	118437
1818	1183803	117794
1819	1184511	117149
1820	1185144	116496
1821	1185717	115838
1822	1186268	115177
1823	1187086	114543
1824	1187674	113886
1825	1188341	113237
1826	1189234	112609
1827	1189912	111961
1828	1190697	111322
1829	1191456	110681
1830	1191948	110015
1831	1192719	109376
1832	1193411	108728
1833	1194196	108089
1834	1194864	107440
1835	1195490	106786
1836	1196004	106123
1837	1196588	105466
1838	1197286	104819
1839	1197944	104169
1840	1198389	103500
1841	1199023	102847
1842	1199652	102195
1843	1200377	101550
1844	1200882	100887
1845	1201447	100229
1846	1202001	99570
1847	1202641	98918
1848	1203227	98262
1849	1203755	97601
1850	1204310	96943
1851	1204973	96293
1852	1205416	95626
1853	1205912	94963
1854	1206701	94324
1855	1206963	93643
1856	1207545	92988
1857	1208302	92346
1858	1209043	91702
1859	1209795	91059
1860	1210387	90405
1861	1210839	89740
1862	1211428	89085
1863	1212061	88433
1864	1212935	87799
1865	1213578	87148
1866	1214258	86500
1867	1214778	85840
1868	1215615	85203
1869	1216247	84551
1870	1217051	83912
1871	1217607	83255
1872	1218368	82612
1873	1218840	81949
1874	1219480	81298
1875	1220254	80656
1876	1220760	79996
1877	1221397	79345
1878	1222142	78701
1879	1222938	78059
1880	1223639	77412
1881	1224343	76765
1882	1225093	76121
1883	1225701	75467
1884	1226266	74812
1885	1226773	74152
1886	1227424	73502
1887	1228290	72864
1888	1228916	72212
1889	1229538	71560
1890	1230324	70917
1891	1230988	70267
1892	1231451	69606
1893	1232061	68953
1894	1232810	68308
1895	1233453	67657
1896	1234161	67010
1897	1234871	66362
1898	1235393	65705
1899	1235913	65048
1900	1236679	64403
1901	1237162	63744
1902	1237685	63087
1903	1238228	62431
1904	1238949	61784
1905	1239506	61129
1906	1240423	60492
1907	1241103	59843
1908	1241951	59202
1909	1243148	58577
1910	1244313	57950
1911	1245455	57322
1912	1245962	56664
1913	1246646	56014
1914	1247383	55366
1915	1248250	54724
1916	1248931	54074
1917	1249731	53429
1918	1250330	52775
1919	1250982	52124
1920	1251753	51477
1921	1252277	50820
1922	1252779	50163
1923	1253226	49503
1924	1253551	48839
1925	1254151	48186
1926	1254862	47537
1927	1255513	46886
1928	1256145	46234
1929	1256808	45583
1930	1257476	44933
1931	1258004	44277
1932	1258789	43631
1933	1259450	42980
1934	1260182	42331
1935	1260724	41676
1936	1261232	41020
1937	1261849	40368
1938	1262376	39713
1939	1262988	39061
1940	1263698	38412
1941	1264258	37758
1942	1264904	37107
1943	1265722	36461
1944	1266262	35806
1945	1266929	35156
1946	1267621	34506
1947	1268309	33856
1948	1268832	33201
1949	1269244	32544
1950	1269931	31894
1951	1270764	31248
1952	1271445	30598
1953	1272051	29945
1954	1272523	29290
1955	1273190	28640
1956	1273777	27987
1957	1274565	27340
1958	1275134	26687
1959	1275888	26038
1960	1276405	25384
1961	1276874	24730
1962	1277565	24080
1963	1278116	23427
1964	1278818	22777
1965	1279349	22125
1966	1280235	21478
1967	1281073	20830
1968	1281727	20179
1969	1282165	19525
1970	1282765	18873
1971	1283514	18224
1972	1284119	17572
1973	1284719	16921
1974	1285574	16273
1975	1286149	15621
1976	1286722	14969
1977	1287326	14318
1978	1287876	13666
1979	1288074	13010
1980	1288810	12361
1981	1289542	11711
1982	1290339	11061
1983	1291029	10411
1984	1291613	9760
1985	1292291	9109
1986	1292918	8458
1987	1293346	7806
1988	1293756	7155
1989	1294295	6503
1990	1294854	5853
1991	1295387	5202
1992	1296001	4551
1993	1296604	3901
1994	1297191	3251
1995	1297807	2600
1996	1298417	1950
1997	1298961	1300
1998	1299511	650
1999	1300136	0
