Image File,License Plate Text,Confidence Score
cropped_transformed_frame_0401_0.jpg,S,0
cropped_transformed_frame_0402_0.jpg,SS,0
cropped_transformed_frame_0403_0.jpg,TS2,0
cropped_transformed_frame_0404_0.jpg,OS22,0
cropped_transformed_frame_0405_0.jpg,PS201,0
cropped_transformed_frame_0406_0.jpg,T21,0
cropped_transformed_frame_0407_0.jpg,T21,0
cropped_transformed_frame_0408_0.jpg,HOS2,0
cropped_transformed_frame_0419_0.jpg,LAPOSJ6O,0
cropped_transformed_frame_0419_1.jpg,P221,0
